"","ID","MNAME","MCRNUM","MAPP8","MAPP5","HOSPBD"
"3107","6741690","Memorial Hospital",450235,2,2,32
"3108","6741730","Graham Regional Medical Center",450085,2,2,37
"3109","6211025","KALEIDA Health",330005,2,1,1459
"3110","6211040","Buffalo Psychiatric Center",334052,2,1,240
"3111","6211070","Erie County Medical Center",330219,2,1,781
"3112","6211095","BryLin Hospitals",334022,2,2,71
"3113","6211100","Mercy Hospital",330279,2,1,438
"3114","6211120","Roswell Park Cancer Institute",330354,1,1,123
"3115","6211145","Veterans Affairs Western New York Healthcare System-Buffalo Division",NA,1,1,113
"3116","6211180","F. F. Thompson Hospital",330074,2,2,214
"3117","6211185","Canton-Potsdam Hospital",330197,2,2,94
"3118","6211190","Canandaigua Veterans Affairs Medical Center",NA,2,1,196
"3119","6211200","Putnam Hospital Center",330273,2,2,164
"3120","6211205","Carthage Area Hospital",330263,2,2,78
"3121","6211215","Arms Acres",NA,2,2,146
"3122","6211225","Columbia Memorial Hospital",330094,2,2,218
"3123","6211290","Clifton Springs Hospital and Clinic",330265,2,2,214
"3124","6211295","Cobleskill Regional Hospital",330268,2,2,40
"3125","6211350","Corning Hospital",330277,2,2,82
"3126","6211370","Cortland Regional Medical Center",330175,2,2,209
"3127","6211400","Cuba Memorial Hospital",331301,2,2,81
"3128","6211430","Nicholas H. Noyes Memorial Hospital",330238,2,2,54
"3129","6211450","O'Connor Hospital",331305,2,2,16
"3130","6211470","Brooks Memorial Hospital",330229,2,2,65
"3131","6211490","Elizabethtown Community Hospital",331302,2,2,25
"3132","6211500","Ellenville Regional Hospital",331310,2,2,25
"3133","6211510","Arnot Ogden Medical Center",330090,2,2,244
"3134","6211530","Elmira Psychiatric Center",334045,2,2,100
"3135","6211540","St. Joseph's Hospital",330108,2,2,212
"3136","6211545","United Health Services Hospitals-Binghamton",330394,1,2,456
"3137","6211570","St. John's Episcopal Hospital-South Shore",330395,2,1,241
"3138","6211595","New York Hospital Queens",330055,2,1,519
"3139","6211600","Flushing Hospital Medical Center",330193,2,1,293
"3140","6211614","Forest Hills Hospital",330353,2,2,235
"3141","6211650","Geneva General Hospital",330058,2,2,132
"3142","6211660","Glen Cove Hospital",330181,2,1,235
"3143","6211670","Glens Falls Hospital",330191,2,1,300
"3144","6211680","Long Island Jewish Medical Center",330195,1,1,868
"3145","6211690","Nathan Littauer Hospital and Nursing Home",330276,2,1,158
"3146","6720145","Lafayette Surgical Specialty Hospital",190259,2,2,20
"3147","6720146","Park Place Surgical Hospital",190255,2,2,10
"3148","6720147","South Cameron Memorial Hospital",190307,2,2,49
"3149","6720149","Leesville Rehabilitation Hospital",193086,2,2,16
"3150","6720154","Acadia-St. Landry Hospital",191319,2,2,25
"3151","6720158","Caldwell Memorial Hospital",190190,2,2,25
"3152","6720165","Crossroads Regional Hospital",194022,2,2,70
"3153","6720167","Cypress Pointe Hospital East",190256,2,2,10
"3154","6720168","Ouachita Community Hospital",190261,2,2,10
"3155","6720169","Surgical Specialty Center of Baton Rouge",190251,2,2,14
"3156","6720170","CHRISTUS Coushatta Health Care Center",191312,2,2,25
"3157","6720171","Green Clinic Surgical Hospital",190257,2,2,13
"3158","6720172","Specialty Hospital of Winnfield",192052,2,2,20
"3159","6720173","Northshore Specialty Hospital",192048,2,2,58
"3160","6720174","Louisiana Extended Care Hospital West Monroe",192055,2,2,18
"3161","6720176","The NeuroMedical Center Surgical Hospital",190266,2,2,23
"3162","6720177","Ascension Gonzales Rehabilitation Hospital",193089,2,2,20
"3163","6720180","Lakeview Regional Medical Center",190177,2,2,172
"3164","6720183","Bienville Medical Center",191320,2,2,21
"3165","6720185","St. Tammany Parish Hospital",190045,2,2,218
"3166","6720186","Liberty Healthcare Systems",194083,2,2,60
"3167","6720188","AMG Specialty Hospital-Slidell",192046,2,2,40
"3168","6720190","Red River Behavioral Center",194079,2,2,20
"3169","6720191","Greenbrier Hospital",194069,2,2,60
"3170","6720192","Fairway Medical Center",190267,2,2,21
"3171","6720194","Serenity Springs Specialty Hospital",194074,2,2,18
"3172","6720195","MMO WestEnd Hospital",194075,2,2,20
"3173","6720198","Lafayette General Surgical Hospital",190268,2,2,10
"3174","6720199","Oceans Behavioral Hospital of Broussard",194073,2,2,38
"3175","6720200","American Legion Hospital",190044,2,2,178
"3176","6720203","Southern Surgical Hospital",190270,2,2,37
"3177","6720204","Woodlands Behavioral Center",194076,2,2,19
"3178","6720205","DeQuincy Memorial Hospital",191307,2,2,19
"3179","6720207","Calcasieu Oaks Geriatric Psychiatric Hospital",NA,2,2,24
"3180","6720209","United Medical Rehabilitation Hospital",193079,2,2,20
"3181","6720210","NeuroMedical Center Rehabilitation Hospital",193090,2,2,23
"3182","6720211","Richland Parish Hospital",191323,2,2,25
"3183","6421480","St. Vincent Williamsport Hospital",151307,2,2,16
"3184","6421485","Pulaski Memorial Hospital",151305,2,2,25
"3185","6421490","St. Vincent Randolph Hospital",151301,2,2,16
"3186","6424005","Indiana University Health Bedford Hospital",151328,2,2,25
"3187","6429040","Evansville Psychiatric Children Center",NA,2,2,28
"3188","6429152","Sycamore Springs Hospital",154059,2,2,48
"3189","6429153","Parkview Regional Medical Center",150021,2,2,636
"3190","6429155","Porter-Starke Services",154052,2,2,16
"3191","6429156","Brentwood Meadows",154055,2,2,48
"3192","6430001","Presence Covenant Medical Center",140113,2,1,181
"3193","6430005","Mercer County Hospital",141304,2,2,22
"3194","6430010","Alton Memorial Hospital",140002,2,2,253
"3195","6430007","Alexian Brothers Behavioral Health Hospital",144031,2,1,141
"3196","6430012","Streamwood Behavioral Health Center",144034,2,2,177
"3197","6430015","Linden Oaks Hospital at Edward",144035,2,1,101
"3198","6430017","Blessing Hospital",140015,2,1,335
"3199","6430019","Central DuPage Hospital",140242,2,1,344
"3200","6430016","UnityPoint Health - Trinity Rock Island",140280,2,2,343
"3201","6430020","Alton Mental Health Center",144016,2,2,165
"3202","6430021","NorthShore University Health System Evanston Hospital",140010,1,1,690
"3203","6430023","Jesse Brown Veterans Affairs Medical Center",NA,1,1,240
"3204","6430024","Advocate Illinois Masonic Medical Center",140182,1,1,330
"3205","6430025","Van Matre HEALTHSOUTH Rehabilitation Hospital",143028,2,2,50
"3206","6430028","Franciscan St. James Hospital and Health Centers",140172,2,2,398
"3207","6430030","Saint Anthony's Health Center",140052,2,2,199
"3208","6430031","Maryville Behavioral Health Hospital",NA,2,2,113
"3209","6430115","Presence Mercy Medical Center",140174,2,2,123
"3210","6430139","Kindred Hospital Peoria",142013,2,2,50
"3211","6430034","Adventist Bolingbrook Hospital",140304,2,2,148
"3212","6430035","Lincoln Prairie Behavioral Health Center",NA,2,1,88
"3213","6430065","Choate Mental Health Center",144038,2,2,79
"3214","6430070","Union County Hospital",141342,2,2,47
"3215","6430100","Rush-Copley Medical Center",140029,2,1,210
"3216","6430160","Advocate Good Shepherd Hospital",140291,2,2,169
"3217","6430195","Memorial Hospital",140185,2,2,345
"3218","6430200","St. Elizabeth's Hospital",140187,2,1,260
"3219","6430217","Kindred Hospital Springfield",142014,2,2,50
"3220","6670700","Wilson Medical Center",171344,2,2,15
"3221","6670705","Newton Medical Center",170103,2,1,103
"3222","6670725","Prairie View",174016,2,2,38
"3223","6670730","Norton County Hospital",171348,2,1,25
"3224","6670745","Logan County Hospital",171326,2,2,71
"3225","6670755","Decatur County Hospital and Cedar Living Center",171352,2,2,61
"3226","6670758","Olathe Medical Center",170049,2,1,229
"3227","6670760","Community HealthCare System",171354,2,2,159
"3228","6670770","Osawatomie State Hospital",174004,2,2,176
"3229","6670772","Osborne County Memorial Hospital",171364,2,2,25
"3230","6670775","Overland Park Regional Medical Center",170176,2,1,276
"3231","6670780","Ransom Memorial Hospital",170014,2,1,44
"3232","6670783","Shawnee Mission Medical Center",170104,2,1,376
"3233","6670785","Miami County Medical Center",170109,2,1,18
"3234","6670787","Labette Health",170120,2,2,55
"3235","6670810","Parsons State Hospital and Training Center",NA,2,2,188
"3236","6670815","Phillips County Hospital",171353,2,2,25
"3237","6670820","Via Christi Hospital in Pittsburg",170006,2,1,111
"3238","6670825","Rooks County Health Center",171311,2,1,20
"3239","6670835","Pratt Regional Medical Center",170027,2,1,85
"3240","6670840","Gove County Medical Center",171367,2,1,70
"3241","6670845","Grisell Memorial Hospital District One",171300,2,2,46
"3242","6670850","Russell Regional Hospital",171350,2,2,46
"3243","6670860","Sabetha Community Hospital",171338,2,2,25
"3244","6670865","Cheyenne County Hospital",171310,2,1,16
"3245","6670905","Scott County Hospital",441317,2,2,22
"3246","6670907","Satanta District Hospital",171324,2,2,57
"3247","6670909","Sedan City Hospital",171318,2,2,25
"3248","6670910","Nemaha Valley Community Hospital",171315,2,2,24
"3249","6670913","Smith County Memorial Hospital",171377,2,1,53
"3250","6670930","Stafford County Hospital",171323,2,2,25
"3251","6670950","Hamilton County Hospital",171322,2,2,69
"3252","6671010","St. Francis Health Center",170016,2,2,291
"3253","6671025","Stormont-Vail HealthCare",170086,2,1,394
"3254","6671033","Kansas Neurological Institute",NA,2,2,152
"3255","6671043","Greeley County Health Services",171359,2,1,50
"3256","6671045","Bob Wilson Memorial Grant County Hospital",170110,2,2,26
"3257","6220125","Inspira Medical Center-Vineland",310032,2,2,331
"3258","6220160","Deborah Heart and Lung Center",310031,2,1,89
"3259","6220190","Cooper Health System",310014,1,1,489
"3260","6220200","Our Lady of Lourdes Medical Center",310029,2,2,350
"3261","6220217","Cape Regional Medical Center",310011,2,2,180
"3262","6220220","Essex County Hospital Center",314020,2,2,180
"3263","6220233","Barnabas Health Behavioral Health Center",314022,2,2,40
"3264","6220234","Lourdes Specialty Hospital of Southern New Jersey",312022,2,2,69
"3265","6220237","Acuity Specialty Hospital of New Jersey",312023,2,2,30
"3266","6220240","East Orange General Hospital",310083,2,2,190
"3267","6220247","JFK Medical Center",310108,2,1,441
"3268","6220253","Kessler Institute for Rehabilitation",313025,2,1,336
"3269","6220275","Inspira Medical Center-Elmer",310069,2,2,88
"3270","6220280","Englewood Hospital and Medical Center",310045,2,1,297
"3271","6220295","Hunterdon Medical Center",310005,2,1,178
"3272","6220322","CentraState Healthcare System",310111,2,1,273
"3273","6220340","Hackensack University Medical Center",310001,1,1,685
"3274","6220350","Greystone Park Psychiatric Hospital",314016,2,2,506
"3275","6220365","Hackettstown Regional Medical Center",310115,2,2,111
"3276","6220375","Ancora Psychiatric Hospital",314005,2,2,500
"3277","6220390","Hoboken University Medical Center",310040,2,1,204
"3278","6220395","Bayshore Community Hospital",310112,2,2,147
"3279","6220420","Christ Hospital",310016,2,2,381
"3280","6220425","Palisades Medical Center",310003,2,1,180
"3281","6220435","LibertyHealth-Jersey City Medical Center",310074,2,1,316
"3282","6220520","Camden County Health Services Center",314018,2,2,450
"3283","6220540","Kimball Medical Center",310084,2,2,240
"3284","6220542","St. Lawrence Rehabilitation Center",313027,2,2,109
"3285","6220547","Lourdes Medical Center of Burlington County",310061,2,2,154
"3286","6220585","Southern Ocean Medical Center",310113,2,2,132
"3287","6220600","Virtua Marlton",NA,2,2,192
"3288","6220560","Monmouth Medical Center",310075,1,1,329
"3289","6220650","Hackensack University Medical Center Mountainside",310054,2,1,228
"3290","6220680","Morristown Medical Center",310015,1,1,656
"3291","6220730","Virtua Memorial",310057,2,1,325
"3292","6220785","University of Medicine and Dentistry of New Jersey-University Hospital",310119,1,1,281
"3293","6220800","Saint Barnabas Medical Center",310076,1,1,577
"3294","6660115","Morrill County Community Hospital",281318,2,2,20
"3295","6660120","Jennie M. Melham Memorial Medical Center",281365,2,2,83
"3296","6660125","Callaway District Hospital",281335,2,2,12
"3297","6660128","Tri Valley Health System",281348,2,2,51
"3298","6660133","Midwest Surgical Hospital",280131,2,2,19
"3299","6660135","Litzenberg Memorial County Hospital",281328,2,2,65
"3300","6660138","Bellevue Medical Center",280132,2,1,55
"3301","6660140","Chadron Community Hospital and Health Services",281341,2,1,25
"3302","6660145","Columbus Community Hospital",280111,2,2,51
"3303","6660162","Cozad Community Hospital",281327,2,2,21
"3304","6660166","Avera Creighton Hospital",281331,2,2,54
"3305","6660167","Crete Area Medical Center",281354,2,2,24
"3306","6660175","Butler County Health Care Center",281332,2,2,20
"3307","6660192","Jefferson Community Health Center",281319,2,2,64
"3308","6660200","Community Medical Center",281352,2,2,24
"3309","6660220","Franklin County Memorial Hospital",281311,2,2,10
"3310","6660230","Fremont Area Medical Center",280077,2,2,202
"3311","6660240","Warren Memorial Hospital",281330,2,2,60
"3312","6660245","Fillmore County Hospital",281301,2,2,25
"3313","6660270","Gordon Memorial Hospital",281358,2,2,25
"3314","6660275","Gothenburg Memorial Hospital",281313,2,2,12
"3315","6660290","Saint Francis Medical Center",280023,2,1,190
"3316","6660298","Perkins County Health Services",281356,2,2,70
"3317","6660300","Mary Lanning Healthcare",280032,2,2,148
"3318","6660305","Thayer County Health Services",281304,2,2,19
"3319","6660308","Henderson Health Care Services",281308,2,2,56
"3320","6660322","Phelps Memorial Health Center",281362,2,2,25
"3321","6660340","Chase County Community Hospital",281351,2,2,22
"3322","6660350","Hastings Regional Center",NA,2,2,156
"3323","6660375","Kimball Health Services",281305,2,2,12
"3324","6660395","Lexington Regional Health Center",281361,2,2,25
"3325","6660430","Lincoln Regional Center",284003,2,2,224
"3326","6660435","Madonna Rehabilitation Hospital",282000,2,2,300
"3327","6660460","Saint Elizabeth Regional Medical Center",280020,2,1,260
"3328","6660490","Niobrara Valley Hospital",281303,2,2,20
"3329","6660500","Community Hospital",281363,2,2,25
"3330","6660512","Kearney County Health Services",281306,2,2,44
"3331","6232610","UPMC St. Margaret",390102,2,1,249
"3332","6232690","Western Pennsylvania Hospital",390090,1,1,279
"3333","6232725","Geisinger Wyoming Valley Medical Center",390270,2,1,238
"3334","6232780","Schuylkill Medical Center - East Norwegian Street",390031,2,2,126
"3335","6232770","Pottstown Memorial Medical Center",390123,2,2,232
"3336","6232800","Schuylkill Medical Center - South Jackson Street",390030,2,2,191
"3337","6232810","Punxsutawney Area Hospital",390199,2,2,44
"3338","6232970","Robert Packer Hospital",390079,2,1,238
"3339","6232979","Allied Services Rehabilitation Hospital",393030,2,2,117
"3340","6232820","St. Luke's Hospital - Quakertown Campus",390035,2,2,57
"3341","6232855","HEALTHSOUTH Reading Rehabilitation Hospital",393026,2,2,60
"3342","6232880","Bucktail Medical Center",391304,2,2,64
"3343","6232920","Nason Hospital",390062,2,2,45
"3344","6232955","Clear Brook Lodge",NA,2,2,65
"3345","6232960","Elk Regional Health Center",390154,2,2,218
"3346","6232980","Geisinger-Community Medical Center",390001,2,1,248
"3347","6233000","Regional Hospital of Scranton",390237,2,1,224
"3348","6233010","Moses Taylor Hospital",390119,2,1,217
"3349","6233090","Grand View Hospital",390057,2,2,202
"3350","6233100","Heritage Valley Sewickley",390037,2,2,179
"3351","6233120","Sharon Regional Health System",390211,2,2,256
"3352","6233140","Somerset Hospital",390039,2,2,111
"3353","6233170","Conemaugh Miners Medical Center",390130,2,2,30
"3354","6233200","Sunbury Community Hospital and Outpatient Center",390084,2,2,76
"3355","6233210","Barnes-Kasson County Hospital",391309,2,2,83
"3356","6233220","Allegheny Valley Hospital",390032,2,2,228
"3357","6233240","Titusville Area Hospital",390122,2,2,50
"3358","6233250","Torrance State Hospital",394026,2,2,353
"3359","6233260","Memorial Hospital",390236,2,2,183
"3360","6233267","Tyrone Hospital",391307,2,2,25
"3361","6233280","Uniontown Hospital",390041,2,2,212
"3362","6233290","Warren General Hospital",390146,2,2,105
"3363","6233300","Warren State Hospital",394016,2,2,190
"3364","6233320","Washington Hospital",390042,2,1,260
"3365","6233360","Waynesboro Hospital",390138,2,2,64
"3366","6233370","Southwest Regional Medical Center",390150,2,2,77
"3367","6233380","Soldiers and Sailors Memorial Hospital",390043,2,2,83
"3368","6360750","Margaret R. Pardee Memorial Hospital",340017,2,2,138
"3369","6360755","Catawba Valley Medical Center",340143,2,1,213
"3370","6360775","Highlands-Cashiers Hospital",341316,2,2,108
"3371","6360780","High Point Regional Health System",340004,2,2,351
"3372","6360795","Brynn Marr Hospital",344016,2,2,99
"3373","6360805","Onslow Memorial Hospital",340042,2,2,144
"3374","6360820","Ashe Memorial Hospital",341325,2,2,25
"3375","6360822","Vidant Duplin Hospital",340120,2,2,48
"3376","6360825","Kings Mountain Hospital",340037,2,2,59
"3377","6360830","Caswell Center",NA,2,2,365
"3378","6360840","Lenoir Memorial Hospital",340027,2,2,218
"3379","6360870","Scotland Health Care System",340008,2,2,152
"3380","6360880","Morehead Memorial Hospital",340060,2,2,214
"3381","6360895","Caldwell Memorial Hospital",340041,2,2,74
"3382","6360920","Wake Forest Baptist Health-Lexington Medical Center",340096,2,2,77
"3383","6360931","Carolinas Medical Center-Lincoln",340145,2,2,101
"3384","6360945","Novant Health Franklin Medical Center",340036,2,2,43
"3385","6360950","Southeastern Health",340050,2,2,385
"3386","6360970","McDowell Hospital",340087,2,2,49
"3387","6360978","Wake Forest Baptist Health-Davie Hospital",341313,2,2,25
"3388","6360985","Carolinas Medical Center-Union",340130,2,2,239
"3389","6360990","Lake Norman Regional Medical Center",340129,2,2,100
"3390","6360992","Carteret General Hospital",340142,2,2,208
"3391","6361020","Grace Hospital",340075,2,2,132
"3392","6361030","Broughton Hospital",344025,2,1,278
"3393","6361035","Northern Hospital of Surry County",340003,2,2,108
"3394","6361055","Murphy Medical Center",340160,2,2,191
"3395","6361068","CarolinaEast Health System",340131,2,2,350
"3396","6361100","Wilkes Regional Medical Center",340064,2,2,98
"3397","6361110","Charles George Veterans Affairs Medical Center",NA,2,1,257
"3398","6361120","Granville Health System",340127,2,2,142
"3399","6361150","FirstHealth Moore Regional Hospital",340115,2,2,379
"3400","6361155","Washington County Hospital",341314,2,2,25
"3401","6361160","Central Prison Hospital",NA,2,2,230
"3402","6361165","Holly Hill Hospital",344014,2,2,168
"3403","6361180","Duke Raleigh Hospital",340073,2,2,148
"3404","636118A","WakeMed Cary Hospital",340173,2,2,192
"3405","6720217","Beauregard Memorial Hospital",190050,2,2,60
"3406","6720225","Union General Hospital",191301,2,2,25
"3407","6720231","Prevost Memorial Hospital",191308,2,2,25
"3408","6720237","Riverland Medical Center",191318,2,2,25
"3409","6720241","Bayne-Jones Army Community Hospital",NA,2,2,22
"3410","6720243","Franklin Foundation Hospital",191310,2,2,22
"3411","6720244","Lady of the Sea General Hospital",191325,2,2,25
"3412","6720246","St. Helena Parish Hospital",191300,2,2,97
"3413","6720247","Riverside Medical Center",191313,2,2,25
"3414","6720248","Promise Hospital Baton Rouge - Main Campus",192045,2,2,50
"3415","6720254","North Oaks Medical Center",190015,2,2,251
"3416","6720255","St. Elizabeth Hospital",190242,2,2,48
"3417","6720270","Homer Memorial Hospital",190114,2,2,60
"3418","6720285","Leonard J. Chabert Medical Center",190183,2,1,74
"3419","6720290","Terrebonne General Medical Center",190008,2,2,230
"3420","6720300","Lallie Kemp Medical Center",191321,2,1,25
"3421","6720310","Eastern Louisiana Mental Health System",194008,2,2,473
"3422","6720315","Jennings American Legion Hospital",190053,2,2,60
"3423","6720317","LaSalle General Hospital",190145,2,2,49
"3424","6720318","Jackson Parish Hospital",191317,2,2,25
"3425","6720319","Abrom Kaplan Memorial Hospital",191322,2,2,35
"3426","6720324","Allen Parish Hospital",190133,2,2,49
"3427","6720325","Lafayette Behavioral Health",NA,2,2,20
"3428","6720330","University Hospital and Clinics",190006,2,1,100
"3429","6720334","Regional Medical Center of Acadiana",190205,2,2,142
"3430","6720340","Lafayette General Medical Center",190002,2,2,377
"3431","6720365","River Parishes Hospital",190175,2,2,106
"3432","6720343","Our Lady of Lourdes Regional Medical Center",190102,2,2,186
"3433","6720355","Lake Charles Memorial Hospital",190060,2,1,306
"3434","6720360","CHRISTUS St. Patrick Hospital of Lake Charles",190027,2,2,160
"3435","6720362","Bethesda Rehabilitation Hospital",193092,2,2,18
"3436","6720363","Magnolia Behavioral Healthcare",194080,2,2,16
"3437","6720364","Compass Behavioral Center of Crowley",194085,2,2,34
"3438","6720366","East Carroll Parish Hospital",190208,2,2,11
"3439","6720367","Oceans Behavioral Hospital of De Ridder",194081,2,2,20
"3440","6720369","AMG Specialty Hospital-Houma",192037,2,2,40
"3441","6720371","Jennings Senior Care Hospital",194082,2,2,18
"3442","6540335","Alliance HealthCare System",250012,2,2,40
"3443","6540340","Trace Regional Hospital",250017,2,2,84
"3444","6540355","South Sunflower County Hospital",250095,2,2,49
"3445","6540359","North Mississippi Medical Center-Iuka",250002,2,2,48
"3446","6540365","Central Mississippi Medical Center",250072,2,2,367
"3447","6540371","Methodist Rehabilitation Center",250152,2,1,184
"3448","6540385","River Oaks Hospital",250138,2,2,158
"3449","6540390","St. Dominic-Jackson Memorial Hospital",250048,2,1,477
"3450","6540410","G.V. (Sonny) Montgomery Veterans Affairs Medical Center",NA,2,1,323
"3451","6540413","Allegiance Specialty Hospital of Greenville",250166,2,2,39
"3452","6540420","Montfort Jones Memorial Hospital",250059,2,2,71
"3453","6540450","Holmes County Hospital and Clinics",251319,2,2,25
"3454","6540455","Winston Medical Center",250027,2,2,161
"3455","6540457","George Regional Hospital",250036,2,2,48
"3456","6540460","Noxubee General Hospital",251307,2,2,85
"3457","6540470","Magee General Hospital",250124,2,2,61
"3458","6540475","Beacham Memorial Hospital",250049,2,2,37
"3459","6540480","Quitman County Hospital",251314,2,2,33
"3460","6540501","Southwest Mississippi Regional Medical Center",250097,2,2,143
"3461","6540505","Franklin County Memorial Hospital",251330,2,2,35
"3462","6540509","Simpson General Hospital",251317,2,2,35
"3463","6540510","Anderson Regional Medical Center",250104,2,2,260
"3464","6540515","Parkwood Behavioral Health System",254005,2,2,128
"3465","6540530","East Mississippi State Hospital",NA,2,2,251
"3466","6540575","Anderson Regional Medical Center-South Campus",250081,2,2,69
"3467","6540580","Rush Foundation Hospital",250069,2,2,182
"3468","6540590","Alliance Health Center",250151,2,2,134
"3469","6540598","Lawrence County Hospital",251305,2,2,25
"3470","6540607","Natchez Regional Medical Center",250084,2,2,155
"3471","6540610","Natchez Community Hospital",250122,2,2,101
"3472","6540657","Baptist Memorial Hospital-Union County",250006,2,2,153
"3473","6540658","Pioneer Community Hospital of Newton",251332,2,2,30
"3474","6540693","Baptist Memorial Hospital-North Mississippi",250034,2,2,217
"3475","6540710","Choctaw Health Center",250127,2,2,25
"3476","6540730","Highland Community Hospital",250117,2,2,56
"3477","6540740","North Mississippi Medical Center-Pontotoc Hospital and Nursing Home",251308,2,2,69
"3478","6540752","Jefferson Davis Community Hospital",251326,2,2,95
"3479","6381265","Barrow Regional Medical Center",110045,2,2,56
"3480","6388093","Perry Hospital",110153,2,2,39
"3481","6388108","Coastal Harbor Treatment Center",114008,2,2,195
"3482","6389065","Union General Hospital",110051,2,2,195
"3483","6389100","Rockdale Medical Center",110091,2,2,146
"3484","6389155","Jefferson Hospital",110100,2,2,37
"3485","6389175","Irwin County Hospital",110130,2,2,64
"3486","6389185","Brooks County Hospital",111332,2,2,25
"3487","6389226","Ty Cobb Regional Medical Center",110027,2,2,35
"3488","6390002","DeSoto Memorial Hospital",100175,2,2,49
"3489","6390003","George E. Weems Memorial Hospital",101305,2,2,23
"3490","6390004","Leesburg Regional Medical Center",100084,2,2,331
"3491","6390005","Florida Hospital Heartland Medical Center",100109,2,2,214
"3492","6390010","Bartow Regional Medical Center",100121,2,2,72
"3493","6390018","Lower Keys Medical Center",100150,2,2,90
"3494","6390023","HEALTHSOUTH Rehabilitation Hospital",103037,2,2,70
"3495","6390030","Bay Pines Veterans Affairs Medical Center",NA,2,1,394
"3496","6390033","West Palm Beach Veterans Affairs Medical Center",NA,2,1,133
"3497","6390034","Memorial Hospital West",100281,2,2,384
"3498","6390035","Lakeside Medical Center",100130,2,2,70
"3499","6390037","Calhoun-Liberty Hospital",101304,2,2,25
"3500","6390038","Boca Raton Regional Hospital",100168,2,1,394
"3501","6390039","Flagler Hospital",100090,2,2,336
"3502","6390040","Doctors Memorial Hospital",101307,2,2,20
"3503","6390043","University Hospital and Medical Center",100224,2,2,317
"3504","6390044","University of Miami Hospital",100009,2,1,525
"3505","6390045","West Boca Medical Center",100268,2,1,195
"3506","6390046","Florida Hospital Fish Memorial",100072,2,2,175
"3507","6390048","Lawnwood Regional Medical Center",100246,2,2,331
"3508","6390050","Bethesda Memorial Hospital",100002,2,1,401
"3509","6390052","Sarasota Memorial Hospital",100087,2,1,628
"3510","6390053","St. Joseph's Hospital",100075,2,1,964
"3511","6390055","Blake Medical Center",100213,2,2,294
"3512","6390056","Halifax Health Medical Center of Daytona Beach",100017,2,1,582
"3513","6390059","Kindred Hospital North Florida",102015,2,2,80
"3514","6390060","Florida Hospital-Flagler",100118,2,2,99
"3515","6390061","Kindred Hospital-Central Tampa",102013,2,2,96
"3516","6450026","Select Specialty Hospital-Milwaukee",522006,2,2,34
"3517","6450028","Children's Hospital of Wisconsin-Fox Valley",523302,2,2,42
"3518","6450029","Columbia Center",520195,2,2,6
"3519","6450030","Oakleaf Surgical Hospital",520196,2,2,13
"3520","6450032","Aurora Medical Center of Oshkosh",520198,2,2,61
"3521","6450033","Wheaton Franciscan Healthcare - The Wisconsin Heart Hospital",520199,2,2,30
"3522","6450035","Amery Regional Medical Center",521308,2,2,15
"3523","6450036","Ministry Saint Clare's Hospital",520202,2,2,69
"3524","6450037","Bellin Health Oconto Hospital",521356,2,2,10
"3525","6450038","Mercy Walworth Hospital and Medical Center",521357,2,2,15
"3526","6450039","Lakeview Specialty Hospital and Rehabilitation Center",522005,2,2,39
"3527","6450040","Langlade Hospital",521350,2,1,81
"3528","6450041","Select Specialty Hospital-Madison",522008,2,2,58
"3529","6450045","Appleton Medical Center",520160,2,1,147
"3530","6450060","St. Elizabeth Hospital",520009,2,1,206
"3531","6450078","Memorial Medical Center - Ashland",521359,2,2,35
"3532","6450100","Baldwin Area Medical Center",521347,2,2,25
"3533","6450110","St. Clare Hospital",520057,2,1,60
"3534","6450120","Mayo Clinic Health System - Northland in Barron",521315,2,2,38
"3535","6450135","Beaver Dam Community Hospitals",520076,2,2,173
"3536","6450160","Beloit Health System",520100,2,2,103
"3537","6450170","Berlin Memorial Hospital",521355,2,2,75
"3538","6450175","Aurora Medical Center Summit",520206,2,2,75
"3539","6450180","Black River Memorial Hospital",521333,2,2,25
"3540","6450185","Mayo Clinic Health System - Chippewa Valley in Bloomer",521314,2,2,55
"3541","6450195","Boscobel Area Health Care",521344,2,2,25
"3542","6450200","Aurora Memorial Hospital of Burlington",520059,2,2,65
"3543","6450215","Calumet Medical Center",521317,2,2,15
"3544","6450235","Southwest Health Center",521354,2,2,119
"3545","6450238","Midwest Orthopedic Specialty Hospital",520205,2,2,16
"3546","6450239","Aurora Medical Center Grafton",520207,2,2,96
"3547","6450240","St. Joseph's Hospital",520017,2,2,102
"3548","6450242","Rehabilitation Hospital of Wisconsin",523027,2,2,40
"3549","6450243","Wheaton Franciscan Healthcare - Franklin",520204,2,2,24
"3550","6450244","Columbia St. Mary's Hospital Milwaukee",520051,2,1,324
"3551","6450250","Columbus Community Hospital",521338,2,2,25
"3552","6450261","Cumberland Memorial Hospital",521353,2,2,85
"3553","6370103","Ralph H. Johnson Veterans Affairs Medical Center",NA,1,1,98
"3554","6370110","Chester Regional Medical Center",420019,2,2,136
"3555","6370100","Bon Secours St. Francis Xavier Hospital",420065,2,2,179
"3556","6370125","Earle E. Morris Alcohol and Drug Treatment Center",NA,2,2,107
"3557","6370130","Whitten Center",NA,2,2,22
"3558","6370135","G. Werber Bryan Psychiatric Hospital",424005,2,2,166
"3559","6370140","Palmetto Health Richland",420018,1,1,674
"3560","6370170","Providence Hospital",420026,2,2,314
"3561","6370190","Palmetto Health Baptist",420086,2,1,412
