"","PROVIDER_NUMBER","HOSPITAL","TACMIV31"
"1717",250138,"RIVER OAKS HOSPITAL",1.6113652
"1718",250141,"BAPTIST MEMORIAL HOSPITAL DESOTO",1.731936363
"1719",250151,"ALLIANCE HEALTH CENTER",0.684523431
"1720",250152,"MISSISSIPPI METHODIST REHAB CTR",0.9841
"1721",250162,"HANCOCK MEDICAL CENTER",1.25117339
"1722",250166,NA,1.574850152
"1723",260001,"ST JOHN'S REGIONAL MEDICAL CENTER",1.579714241
"1724",260004,"COOPER COUNTY MEMORIAL HOSPITAL",0.906858437
"1725",260005,"SSM ST JOSEPH HEALTH CENTER",1.638355895
"1726",260006,"HEARTLAND REGIONAL MEDICAL CENTER",1.653100153
"1727",260009,"BOTHWELL REGIONAL HEALTH CENTER",1.2215828
"1728",260011,"ST MARYS HEALTH CENTER",1.600541555
"1729",260015,"TWIN RIVERS REGIONAL MEDICAL CENTER",1.198600795
"1730",260017,"PHELPS COUNTY REGIONAL MEDICAL CENTER",1.54793459
"1731",260020,"ST JOHNS MERCY MEDICAL CENTER",1.795086378
"1732",260022,"NORTHEAST REGIONAL MEDICAL CENTER",1.483295789
"1733",260023,"JEFFERSON REGIONAL MEDICAL CENTER",1.527039478
"1734",260024,"TEXAS COUNTY MEMORIAL HOSPITAL",1.040320328
"1735",260025,"HANNIBAL REGIONAL HOSPITAL",1.516192494
"1736",260027,"RESEARCH MEDICAL CENTER",1.752031205
"1737",260032,"BARNES JEWISH HOSPITAL",2.090931473
"1738",260034,"BATES COUNTY MEMORIAL HOSPITAL",1.082197794
"1739",260040,"COX MEDICAL CENTER",1.84730154
"1740",260047,"CAPITAL REGION MEDICAL CENTER",1.482493751
"1741",260048,"TRUMAN MEDICAL CENTER HOSPITAL HILL",1.353279875
"1742",260050,"ST FRANCIS HOSPITAL",1.109858024
"1743",260052,"ST JOHNS MERCY HOSPITAL",1.554918789
"1744",260057,"CAMERON REGIONAL MEDICAL CENTER",1.123623285
"1745",260059,"ST JOHNS HOSPITAL-LEBANON",1.204597894
"1746",260061,"NEVADA REGIONAL MEDICAL CENTER",1.081297715
"1747",260062,"ST LUKES NORTHLAND HOSPITAL",1.249945332
"1748",260064,"AUDRAIN MEDICAL CENTER",1.299204441
"1749",260065,"ST JOHN'S REGIONAL HEALTH CENTER",1.827073249
"1750",260068,"BOONE HOSPITAL CENTER",1.920456994
"1751",260070,"PEMISCOT MEMORIAL HOSPITAL",0.880187449
"1752",260074,"MOBERLY REGIONAL MEDICAL CENTER",1.282605782
"1753",260077,"ST ANTHONY'S MEDICAL CENTER",1.646236666
"1754",260078,"OZARKS MEDICAL CENTER",1.445213499
"1755",260080,"RIPLEY COUNTY MEMORIAL HOSPITAL",0.908619131
"1756",260081,"SSM ST CLARE HEALTH CENTER",1.722612335
"1757",260085,"ST JOSEPH MEDICAL CENTER",1.605737892
"1758",260091,"SSM ST MARYS HEALTH CENTER",1.622002151
"1759",260094,"SKAGGS COMMUNITY HEALTH CENTER",1.523256955
"1760",260095,"""CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC""",1.584428556
"1761",260096,"NORTH KANSAS CITY HOSPITAL",1.668478416
"1762",260097,"WESTERN MISSOURI MEDICAL CENTER",1.253150551
"1763",260102,"TRUMAN MEDICAL CENTER LAKEWOOD",1.159569206
"1764",260104,"SSM DEPAUL HEALTH CENTER",1.727384352
"1765",260105,"ST LOUIS UNIVERSITY HOSPITAL",1.726108333
"1766",260108,"MISSOURI BAPTIST MEDICAL CENTER",1.885467005
"1767",260110,"SOUTHEAST MISSOURI HOSPITAL",1.756562274
"1768",260113,"MISSOURI DELTA MEDICAL CENTER",1.407915005
"1769",260115,"MISSOURI BAPTIST HOSPITAL SULLIVAN",1.191340713
"1770",260116,"MINERAL AREA REGIONAL MEDICAL CENTER",1.241348897
"1771",260119,"POPLAR BLUFF REGIONAL MEDICAL CENTER",1.494069662
"1772",260137,"FREEMAN HEALTH SYSTEM - FREEMAN WEST",1.808918929
"1773",260138,"ST LUKES HOSPITAL OF KANSAS CITY",1.895390714
"1774",260141,"UNIVERSITY OF MISSOURI HEALTH CARE",2.106272457
"1775",260142,"FITZGIBBON MEMORIAL HOSPITAL",1.043548508
"1776",260147,"SAC-OSAGE HOSPITAL",0.824403721
"1777",260160,"MISSOURI SOUTHERN HEALTHCARE",0.967994792
"1778",260162,"BARNES-JEWISH WEST COUNTY HOSPITAL",1.73271225
"1779",260163,"PARKLAND HEALTH CENTER",1.190575294
"1780",260175,"GOLDEN VALLEY MEMORIAL HOSPITAL",1.027711693
"1781",260176,"DES PERES HOSPITAL",1.858111248
"1782",260177,"LIBERTY HOSPITAL",1.428489034
"1783",260179,"ST LUKES HOSPITAL",1.720059762
"1784",260180,"CHRISTIAN HOSPITAL NORTHEAST",1.703812163
"1785",260183,"ST FRANCIS MEDICAL CENTER",1.77524885
"1786",260186,"LAKE REGIONAL HEALTH SYSTEM",1.479419551
"1787",260190,"LEE'S SUMMIT MEDICAL CENTER",1.370501632
"1788",260191,"BARNES-JEWISH ST PETERS HOSPITAL",1.56870887
"1789",260193,"ST MARY'S MEDICAL CENTER",1.442476527
"1790",260195,"CITIZENS MEMORIAL HOSPITAL",1.363386991
"1791",260200,"SSM ST JOSEPH HOSPITAL WEST",1.518602086
"1792",260207,"OZARKS COMMUNITY HOSPITAL",1.299502128
"1793",260209,"CALLAWAY COMMUNITY HOSPITAL",0.979398812
"1794",260210,"ST ALEXIUS HOSPITAL",1.311666357
"1795",260211,"SAINT LUKES CANCER INSTITUTE",1.37803481
"1796",260214,"RESEARCH BELTON HOSPITAL",1.36229815
"1797",260216,"SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL",1.2808048
"1798",260219,"PROGRESS WEST HEALTHCARE CENTER",1.403165551
"1799",260227,NA,0.782152719
"1800",270003,"ST PETER'S HOSPITAL",1.407009179
"1801",270004,"BILLINGS CLINIC HOSPITAL",1.835470674
"1802",270012,"BENEFIS HOSPITALS INC",1.664388458
"1803",270014,"ST PATRICK HOSPITAL AND HEALTH SCIENCES CENTER",1.991147166
"1804",270017,"ST JAMES HEALTHCARE",1.600791425
"1805",270023,"COMMUNITY MEDICAL CENTER INC",1.754959285
"1806",270032,"NORTHERN MONTANA HOSPITAL",1.166145439
"1807",270049,"ST VINCENT HEALTHCARE",1.928080507
"1808",270051,"KALISPELL REGIONAL MEDICAL CENTER",1.673302034
"1809",270057,"BOZEMAN DEACONESS HOSPITAL",1.638777718
"1810",270074,"P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET",0.971584366
"1811",270086,"GREAT FALLS CLINIC MEDICAL CENTER",1.800576484
"1812",270087,"HEALTH CENTER NORTHWEST",1.816936473
"1813",280003,"BRYANLGH MEDICAL CENTER",1.778966616
"1814",280009,"GOOD SAMARITAN HOSPITAL",1.802004643
"1815",280013,"THE NEBRASKA MEDICAL CENTER",2.000121896
"1816",280020,"SAINT ELIZABETH REGIONAL MEDICAL CENTER",1.625676049
"1817",280023,"ST FRANCIS MEDICAL CENTER",1.466270947
"1818",280030,"CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH",1.735628542
"1819",280032,"MARY LANNING MEMORIAL HOSPITAL",1.439054739
"1820",280040,"THE NEBRASKA METHODIST HOSPITAL",1.748337782
"1821",280060,"ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER",1.76580566
"1822",280061,"REGIONAL WEST MEDICAL CENTER",1.715028434
"1823",280065,"GREAT PLAINS REGIONAL MEDICAL CENTER",1.337841441
"1824",280077,"FREMONT AREA MEDICAL CENTER",1.296100928
"1825",280081,"ALEGENT HEALTH IMMANUEL MEDICAL CENTER",1.49644472
"1826",280105,"ALEGENT HEALTH MIDLANDS HOSPITAL",1.384898923
"1827",280111,"COLUMBUS COMMUNITY HOSPITAL",1.15380713
"1828",280119,"WINNEBAGO IHS HOSPITAL",0.953099395
"1829",280125,"FAITH REGIONAL HEALTH SERVICES",1.686066879
"1830",280127,"LINCOLN SURGICAL HOSPITAL",2.174414453
"1831",280128,"""NEBRASKA HEART HOSPITAL, LLC""",2.964230599
"1832",280129,"NEBRASKA ORTHOPAEDIC HOSPITAL",2.252103041
"1833",280130,"ALEGENT HEALTH LAKESIDE HOSPITAL",1.429852363
"1834",280131,"MIDWEST SURGICAL HOSPITAL LLC",2.743943216
"1835",280132,"BELLEVUE MEDICAL CENTER",1.314764896
"1836",280133,NA,3.79631299
"1837",290001,"RENOWN REGIONAL MEDICAL CENTER",1.8344626
"1838",290002,"SOUTH LYON MEDICAL CENTER",0.850285953
"1839",290003,"SUNRISE HOSPITAL AND MEDICAL CENTER",1.859289182
"1840",290005,"NORTH VISTA HOSPITAL",1.507018377
"1841",290006,"BANNER CHURCHILL COMMUNITY HOSPITAL",1.073236871
"1842",290007,"UMC OF SOUTHERN NEVADA",1.943609616
"1843",290008,"NORTHEASTERN NEVADA REGIONAL HOSPITAL",1.207337137
"1844",290009,"SAINT MARY'S REGIONAL MEDICAL CENTER",1.715854046
"1845",290012,"SAINT ROSE DOMINICAN HOSPITAL - DE LIMA",1.543442862
"1846",290019,"CARSON TAHOE REGIONAL MEDICAL CENTER",1.567182356
"1847",290020,"NYE REGIONAL MEDICAL CENTER",0.99242374
"1848",290021,"VALLEY HOSPITAL MEDICAL CENTER",1.784325578
"1849",290022,"DESERT SPRINGS HOSPITAL",1.702615924
"1850",290032,"NORTHERN NEVADA MEDICAL CENTER",1.584429216
"1851",290039,"MOUNTAINVIEW HOSPITAL",1.741807521
"1852",290041,"SUMMERLIN HOSPITAL MEDICAL CENTER",1.540850277
"1853",290042,"HARMON MEDICAL AND REHABILITATION HOSPITAL",1.028499229
"1854",290045,"SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS",1.846365417
"1855",290046,"SPRING VALLEY HOSPITAL MEDICAL CENTER",1.714957855
"1856",290047,"SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER",1.798672197
"1857",290049,"RENOWN SOUTH MEADOWS MEDICAL CENTER",1.473645362
"1858",290051,"SIERRA SURGERY HOSPITAL",2.489181402
"1859",290053,"SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS",1.684938128
"1860",290054,"CENTENNIAL HILLS HOSPITAL MEDICAL CENTER",1.527176712
"1861",300001,"CONCORD HOSPITAL",1.540027066
"1862",300003,"MARY HITCHCOCK MEMORIAL HOSPITAL",2.086899614
"1863",300005,"LAKES REGION GENERAL HOSPITAL",1.533084168
"1864",300011,"ST JOSEPH HOSPITAL",1.404328889
"1865",300012,"ELLIOT HOSPITAL",1.505235897
"1866",300014,"FRISBIE MEMORIAL HOSPITAL",1.306274318
"1867",300017,"PARKLAND MEDICAL CENTER",1.255216622
"1868",300018,"WENTWORTH-DOUGLASS HOSPITAL",1.39018709
"1869",300019,"CHESHIRE MEDICAL CENTER",1.305656703
"1870",300020,"SOUTHERN NH MEDICAL CENTER",1.452108262
"1871",300023,"EXETER HOSPITAL INC",1.39996911
"1872",300029,"PORTSMOUTH REGIONAL HOSPITAL",1.827022315
"1873",300034,"CATHOLIC MEDICAL CENTER",1.785622338
"1874",310001,"HACKENSACK UNIVERSITY MEDICAL CENTER",1.942832489
"1875",310002,"NEWARK BETH ISRAEL MEDICAL CENTER",2.026562319
"1876",310003,"PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S",1.291791454
"1877",310005,"HUNTERDON MEDICAL CENTER",1.444001376
"1878",310006,"""ST MARY'S HOSPITAL, PASSAIC""",1.647325633
"1879",310008,"HOLY NAME MEDICAL CENTER",1.489263888
"1880",310009,"CLARA MAASS MEDICAL CENTER",1.525340907
"1881",310010,"UNIVERSITY MEDICAL CENTER AT PRINCETON",1.346779666
"1882",310011,"CAPE REGIONAL MEDICAL CENTER INC",1.327251675
"1883",310012,"VALLEY HOSPITAL",1.53734558
"1884",310014,"COOPER UNIVERSITY HOSPITAL",1.866916642
"1885",310015,"MORRISTOWN MEMORIAL HOSPITAL",2.020792342
"1886",310016,"CHRIST HOSPITAL",1.417543303
"1887",310017,"CHILTON HOSPITAL",1.364491616
"1888",310019,"ST JOSEPH'S REGIONAL MEDICAL CENTER",1.616249009
"1889",310021,"ST FRANCIS MEDICAL CENTER",1.572345116
"1890",310022,"VIRTUA WEST JERSEY HOSPITALS BERLIN",1.310578179
"1891",310024,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY",1.443105954
"1892",310025,"BAYONNE HOSPITAL CENTER",1.416650024
"1893",310027,"TRINITAS REGIONAL MEDICAL CENTER",1.533827768
"1894",310028,"NEWTON MEMORIAL HOSPITAL",1.308861353
"1895",310029,"OUR LADY OF LOURDES MEDICAL CENTER",1.853578187
"1896",310031,"DEBORAH HEART AND LUNG CENTER",2.477388622
"1897",310032,"SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER",1.377766798
"1898",310034,"RIVERVIEW MEDICAL CENTER",1.48201474
"1899",310038,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL",1.923236794
"1900",310039,"RARITAN BAY MEDICAL CENTER",1.426553254
"1901",310040,"HOBOKEN UNIVERSITY MEDICAL CENTER",1.375726817
"1902",310041,"COMMUNITY MEDICAL CENTER",1.415388958
"1903",310044,"CAPITAL HEALTH SYSTEM-MERCER CAMPUS",1.427797915
"1904",310045,"ENGLEWOOD HOSPITAL AND MEDICAL CENTER",1.718870758
"1905",310047,"SHORE MEMORIAL HOSPITAL",1.506948192
"1906",310048,"SOMERSET MEDICAL CENTER",1.456114163
"1907",310050,"SAINT CLARE'S HOSPITAL",1.35044795
"1908",310051,"OVERLOOK HOSPITAL",1.630620623
"1909",310052,"OCEAN MEDICAL CENTER",1.464150566
"1910",310054,"MOUNTAINSIDE HOSPITAL",1.440570142
"1911",310057,"VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY",1.397440476
"1912",310058,"BERGEN REGIONAL MEDICAL CENTER",1.067346501
"1913",310060,"WARREN HOSPITAL",1.455619726
"1914",310061,"LOURDES MEDICAL CENTER OF BURLINGTON COUNTY",1.344681937
"1915",310064,"ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV",1.551785691
"1916",310069,"SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL",1.26904961
"1917",310070,"SAINT PETER'S UNIVERSITY HOSPITAL",1.523565617
"1918",310073,"JERSEY SHORE UNIVERSITY MEDICAL CENTER",1.84149232
"1919",310074,"LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS",1.592691997
"1920",310075,"MONMOUTH MEDICAL CENTER",1.401142203
"1921",310076,"SAINT BARNABAS MEDICAL CENTER",1.814897136
"1922",310081,"UNDERWOOD MEMORIAL HOSPITAL",1.336715464
"1923",310083,"EAST ORANGE GENERAL HOSPITAL",1.513947667
"1924",310084,"KIMBALL MEDICAL CENTER",1.326496115
"1925",310086,"""KENNEDY UNIVERSITY HOSPITAL, INC  (STRATFORD DIVIS""",1.275340837
"1926",310091,"MEMORIAL HOSPITAL OF SALEM COUNTY",1.185667369
"1927",310092,"CAPITAL HEALTH SYSTEM-FULD CAMPUS",1.528199756
"1928",310096,"""SAINT MICHAEL'S MEDICAL CENTER, INC""",1.727869038
"1929",310108,"JFK MEDICAL CENTER",1.557991969
"1930",310110,"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON",1.391191529
"1931",310111,"CENTRASTATE MEDICAL CENTER",1.43505628
"1932",310112,"BAYSHORE COMMUNITY HOSPITAL",1.455484922
"1933",310113,"SOUTHERN OCEAN MEDICAL CENTER",1.327212281
"1934",310115,"HACKETTSTOWN REGIONAL MEDICAL CENTER",1.546548966
"1935",310118,"MEADOWLANDS HOSPITAL MEDICAL CENTER",1.365681765
"1936",310119,"UMDNJ UNIVERSITY HOSPITAL",1.937943155
"1937",310120,"SAINT CLARE'S HOSPITAL/SUSSEX",1.0399556
"1938",320001,"UNIVERSITY OF NEW MEXICO HOSPITAL",1.894193312
"1939",320002,"ST VINCENT HOSPITAL",1.511782775
"1940",320003,"ALTA VISTA REGIONAL HOSPITAL",1.063797711
"1941",320004,"GERALD CHAMPION REGIONAL MEDICAL CENTE",1.426521137
"1942",320005,"SAN JUAN REGIONAL MEDICAL CENTER",1.603720726
"1943",320006,"EASTERN NEW MEXICO MEDICAL CENTER",1.338535067
"1944",320009,"LOVELACE MEDICAL CENTER",1.990651954
"1945",320011,"ESPANOLA HOSPITAL",1.200180352
"1946",320013,"HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS",1.244727401
"1947",320014,"MIMBRES MEMORIAL HOSPITAL",1.047847677
"1948",320016,"GILA REGIONAL MEDICAL CENTER",1.344296689
"1949",320017,"LOVELACE WOMEN'S HOSPITAL",1.375570847
"1950",320018,"MEMORIAL MEDICAL CENTER INC",1.546829047
"1951",320021,"PRESBYTERIAN HOSPITAL",1.619456284
"1952",320022,"PLAINS REGIONAL MEDICAL CENTER  CLOVIS",1.203103449
"1953",320030,"ARTESIA GENERAL HOSPITAL",1.200231861
"1954",320033,"LOS ALAMOS MEDICAL CENTER",1.193140338
"1955",320038,"REHOBOTH MCKINLEY CHRISTIAN HEALTH SER",1.31486345
"1956",320057,"SANTA FE PHS INDIAN HOSPITAL",0.887718512
"1957",320058,"MESCALERO PHS INDIAN HOSPITAL",0.954579763
"1958",320059,"NORTHERN NAVAJO MEDICAL CENTER",0.947727735
"1959",320060,"ZUNI INDIAN HOSPITAL",1.104625609
"1960",320061,"GALLUP INDIAN MEDICAL CENTER",1.110533402
"1961",320062,"CROWNPOINT PHS INDIAN HOSPITAL",0.862074037
"1962",320063,"CARLSBAD MEDICAL CENTER -TCU",1.307063797
"1963",320065,"LEA REGIONAL HOSPITAL",1.176216024
"1964",320067,"GUADALUPE COUNTY HOSPITAL",0.775544484
"1965",320070,"ACOMA CANONCITO LAGUNA PHS HOSPITAL",0.996943544
"1966",320074,"LOVELACE WESTSIDE HOSPITAL",1.377165875
"1967",320084,"ROOSEVELT GENERAL HOSPITAL",1.03331343
"1968",320085,"MOUNTAIN VIEW REGIONAL MEDICAL CENTER",1.714134069
"1969",320086,"ROSWELL REGIONAL HOSPITAL",1.41360925
"1970",330002,"PENINSULA HOSPITAL CENTER",1.529002226
"1971",330003,"ALBANY MEMORIAL HOSPITAL",1.316474196
"1972",330004,"KINGSTON HOSPITAL",1.222367502
"1973",330005,"KALEIDA HEALTH",1.689041158
"1974",330006,"ST JOSEPH'S MEDICAL CENTER",1.31720252
"1975",330008,"WYOMING COUNTY COMMUNITY HOSPITAL",1.227191862
"1976",330009,"BRONX-LEBANON HOSPITAL CENTER",1.532693362
"1977",330011,"""OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC""",1.442227806
"1978",330013,"ALBANY MEDICAL CENTER HOSPITAL",1.912929419
"1979",330014,"JAMAICA HOSPITAL MEDICAL CENTER",1.378539958
"1980",330019,"""NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.""",1.310295645
"1981",330023,"VASSAR BROTHERS MEDICAL CENTER",1.573964836
"1982",330024,"MOUNT SINAI HOSPITAL",1.959535265
"1983",330027,"NASSAU UNIVERSITY MEDICAL CENTER",1.361623803
"1984",330028,"RICHMOND UNIVERSITY MEDICAL CENTER",1.475963152
"1985",330029,"SHEEHAN MEMORIAL HOSPITAL",0.95401284
"1986",330030,"NEWARK-WAYNE COMMUNITY HOSPITAL",1.349267047
"1987",330033,"""CHENANGO MEMORIAL HOSPITAL, INC""",1.236247723
"1988",330037,"LAKESIDE MEMORIAL HOSPITAL",1.154950878
"1989",330043,"SOUTHSIDE HOSPITAL",1.641958296
"1990",330044,"FAXTON-ST LUKE'S HEALTHCARE",1.396578456
"1991",330045,"HUNTINGTON HOSPITAL",1.412388563
"1992",330046,"ST LUKE'S ROOSEVELT HOSPITAL",1.489072417
"1993",330047,"ST MARY'S HOSPITAL AT AMSTERDAM",1.344271256
"1994",330049,"NORTHERN DUTCHESS HOSPITAL",1.68018379
"1995",330053,"MEDINA MEMORIAL HOSPITAL",1.109092357
"1996",330055,"NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS",1.585541202
"1997",330056,"BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS",1.453416651
"1998",330057,"ST PETER'S HOSPITAL",1.776245581
"1999",330058,"GENEVA GENERAL HOSPITAL",1.434133573
"2000",330059,"MONTEFIORE MEDICAL CENTER",1.742586865
"2001",330061,"LAWRENCE HOSPITAL CENTER",1.243554907
"2002",330064,"NEW YORK DOWNTOWN HOSPITAL",1.444487247
"2003",330065,"NIAGARA FALLS MEMORIAL MEDICAL CENTER",1.166126457
"2004",330067,"ST FRANCIS HOSPITAL",1.474083703
"2005",330073,"UNITED MEMORIAL MEDICAL CENTER",1.243101842
"2006",330074,"F F THOMPSON HOSPITAL",1.383527329
"2007",330078,"SISTERS OF CHARITY HOSPITAL",1.523025962
"2008",330079,"ADIRONDACK MEDICAL CENTER",1.492265334
"2009",330080,"LINCOLN MEDICAL & MENTAL HEALTH CENTER",1.239229462
"2010",330084,"ALICE HYDE MEDICAL CENTER",1.200172663
"2011",330085,"AURELIA OSBORN FOX MEMORIAL HOSPITAL",1.183013961
"2012",330086,"MOUNT VERNON HOSPITAL",1.409261876
"2013",330088,"EASTERN LONG ISLAND HOSPITAL",1.038721825
"2014",330090,"ARNOT OGDEN MEDICAL CENTER",1.547103775
"2015",330094,"COLUMBIA MEMORIAL HOSPITAL",1.25216084
"2016",330096,"JONES MEMORIAL HOSPITAL",1.220277984
"2017",330100,"NY EYE AND EAR INFIRMARY",1.079019634
"2018",330101,"NEW YORK-PRESBYTERIAN HOSPITAL",2.127349907
"2019",330102,"KENMORE MERCY HOSPITAL",1.535542809
"2020",330103,"OLEAN GENERAL HOSPITAL",1.302252865
"2021",330104,"NYACK HOSPITAL",1.429186943
"2022",330106,"NORTH SHORE UNIVERSITY HOSPITAL",1.685956687
"2023",330107,"PECONIC BAY MEDICAL CENTER",1.3472861
"2024",330108,"""ST JOSEPH'S HOSPITAL, INC""",1.132411412
"2025",330111,"BERTRAND CHAFFEE HOSPITAL",1.007636362
"2026",330115,"ONEIDA HEALTHCARE CENTER",1.170089494
"2027",330119,"LENOX HILL HOSPITAL",1.784609284
"2028",330125,"ROCHESTER GENERAL HOSPITAL",1.716987009
"2029",330126,"ORANGE REGIONAL MEDICAL CENTER",1.52248473
"2030",330127,"JACOBI MEDICAL CENTER",1.552304535
"2031",330128,"ELMHURST HOSPITAL CENTER",1.290718361
"2032",330132,"TLC HEALTH NETWORK",1.215871137
"2033",330135,"BON SECOURS COMMUNITY HOSPITAL",1.322293774
"2034",330136,"MARY IMOGENE BASSETT HOSPITAL",1.61474662
"2035",330140,"ST JOSEPH'S HOSPITAL HEALTH CENTER",1.699019186
"2036",330141,"BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER",1.387352017
"2037",330144,"""IRA DAVENPORT MEMORIAL HOSPITAL, INC""",1.023138693
"2038",330151,"ST JAMES MERCY HOSPITAL",1.34657569
"2039",330153,"ELLIS HOSPITAL",1.567135669
"2040",330157,"SAMARITAN MEDICAL CENTER",1.349389333
"2041",330158,"GOOD SAMARITAN HOSPITAL OF SUFFERN",1.724879594
"2042",330160,"STATEN ISLAND UNIVERSITY HOSPITAL",1.534257813
"2043",330162,"NORTHERN WESTCHESTER HOSPITAL",1.42169444
"2044",330163,"EASTERN NIAGARA HOSPITAL",1.185212269
"2045",330164,"HIGHLAND HOSPITAL",1.534746354
"2046",330166,"""WESTFIELD MEMORIAL HOSPITAL, INC""",0.862969852
"2047",330167,"WINTHROP-UNIVERSITY HOSPITAL",1.746861837
"2048",330169,"BETH ISRAEL MEDICAL CENTER",1.41161422
"2049",330175,"""CORTLAND REGIONAL MEDICAL CENTER, INC""",1.096028861
"2050",330177,"EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR",0.913899566
"2051",330180,"SAMARITAN HOSPITAL",1.459780175
"2052",330181,"GLEN COVE HOSPITAL",1.36054958
"2053",330182,"""ST FRANCIS HOSPITAL, ROSLYN""",2.30575965
"2054",330184,"SOUND SHORE MEDICAL CENTER OF WESTSCHESTER",1.388386015
"2055",330185,"JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON",1.321980894
"2056",330188,"MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER",1.287697918
"2057",330191,"GLENS FALLS HOSPITAL",1.404863797
"2058",330193,"FLUSHING HOSPITAL MEDICAL CENTER",1.532211439
"2059",330194,"MAIMONIDES MEDICAL CENTER",1.797940675
"2060",330195,"LONG ISLAND JEWISH MEDICAL CENTER",1.611438792
"2061",330196,"CONEY ISLAND HOSPITAL",1.387365842
"2062",330197,"CANTON-POTSDAM HOSPITAL",1.158172914
"2063",330198,"SOUTH NASSAU COMMUNITIES HOSPITAL",1.415816061
"2064",330199,"METROPOLITAN HOSPITAL CENTER",1.142458394
"2065",330201,"KINGSBROOK JEWISH MEDICAL CENTER",1.563673038
"2066",330202,"KINGS COUNTY HOSPITAL CENTER",1.390878993
"2067",330203,"CROUSE HOSPITAL",1.545701224
"2068",330204,"BELLEVUE HOSPITAL CENTER",1.392654863
"2069",330205,"ST ANTHONY COMMUNITY HOSPITAL",1.442588289
"2070",330208,"ST JOHN'S RIVERSIDE HOSPITAL",1.310778406
"2071",330211,"CLAXTON-HEPBURN MEDICAL CENTER",1.303392885
"2072",330213,"LEWIS COUNTY GENERAL HOSPITAL",1.050091133
"2073",330214,"NYU HOSPITALS CENTER",2.008864925
"2074",330215,"""ROME MEMORIAL HOSPITAL, INC""",1.267182409
"2075",330218,"OSWEGO HOSPITAL",1.181826866
"2076",330219,"ERIE COUNTY MEDICAL CENTER",1.795497638
"2077",330221,"WYCKOFF HEIGHTS MEDICAL CENTER",1.370897171
"2078",330222,"SARATOGA HOSPITAL",1.437172283
"2079",330223,"MASSENA MEMORIAL HOSPITAL",1.059460218
"2080",330224,"BENEDICTINE HOSPITAL",1.576275274
"2081",330225,"LONG BEACH MEDICAL CENTER",1.209853715
"2082",330226,"UNITY HOSPITAL OF ROCHESTER",1.556484989
"2083",330229,"BROOKS MEMORIAL HOSPITAL",1.284773133
"2084",330231,"QUEENS HOSPITAL CENTER",1.36695444
"2085",330232,"SETON HEALTH SYSTEM-ST MARY'S CAMPUS",1.344311851
"2086",330233,"BROOKDALE HOSPITAL MEDICAL CENTER",1.724823378
"2087",330234,"WESTCHESTER MEDICAL CENTER",2.317196359
"2088",330235,"AUBURN MEMORIAL HOSPITAL",1.141134078
"2089",330236,"NEW YORK METHODIST HOSPITAL",1.504225075
"2090",330238,"NICHOLAS H NOYES MEMORIAL HOSPITAL",1.23737733
"2091",330239,"WOMAN'S CHRISTIAN ASSOCIATION",1.290947403
"2092",330240,"HARLEM HOSPITAL CENTER",1.475875219
"2093",330241,"UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER",1.68832036
"2094",330245,"ST ELIZABETH MEDICAL CENTER",1.617636524
"2095",330246,"ST CHARLES HOSPITAL",1.427133794
"2096",330249,"""COMMUNITY MEMORIAL HOSPITAL, INC""",1.696848695
"2097",330250,"CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR",1.472297807
"2098",330259,"MERCY MEDICAL CENTER",1.521118864
"2099",330261,"PHELPS MEMORIAL HOSPITAL ASSN",1.377547563
"2100",330263,"""CARTHAGE AREA HOSPITAL, INC""",0.918080121
"2101",330264,"ST LUKE'S CORNWALL HOSPITAL",1.430512886
"2102",330265,"CLIFTON SPRINGS HOSPITAL AND CLINIC",1.24353233
"2103",330267,"HUDSON VALLEY HOSPITAL CENTER",1.449574562
